"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030191","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","A","Annual","A","Annual","PCT","Percent","2016","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030192","Eels (Anguilla spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030193","Carp","A","Annual","A","Annual","PCT","Percent","2016","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030194","Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","A","Annual","A","Annual","PCT","Percent","2016","","","","6.66666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030195","Southern bluefin tunas (Thunnus maccoyii)","A","Annual","A","Annual","PCT","Percent","2016","","","","5"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030199","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","5.71428571428571"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030211","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030213","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030214","Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030219","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030221","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030222","Plaice (Pleuronectes platessa)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030223","Sole (Solea spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030224","Turbots (Psetta maxima)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030229","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030231","Albacore or longfinned tunas (Thunnus alalunga)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030232","Yellowfin tunas (Thunnus albacares)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030233","Skipjack or stripebellied bonito","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030234","Bigeye tunas (Thunnus obesus)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030235","Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030236","Southern bluefin tunas (Thunnus maccoyii)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030239","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030241","Herrings (Clupea harengus, Clupea pallasii)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030242","Anchovies (Engraulis spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030243","Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030244","Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030245","Jack and horse mackerel (Trachurus spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030246","Cobia (Rachycentron canadum)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030247","Swordfish (Xiphias gladius)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030251","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030252","Haddock (Melanogrammus aeglefinus)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030253","Coalfish (Pollachius virens)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030254","Hake (Merluccius spp., Urophycis spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030255","Alaska Pollack (Theragra chalcogramma)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030256","Blue whitings (Micromesistius poutassou, Micromesistius australis)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030259","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030271","Tilapias (Oreochromis spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030272","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030273","Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030274","Eels (Anguilla spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030279","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030281","Dogfish and other sharks","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030282","Rays and skates (Rajidae)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030283","Toothfish (Dissostichus spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030284","Seabass (Dicentrarchus spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030285","Seabream (Sparidae)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030289","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030290","Livers and roes","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030311","Sockeye salmon (red salmon) (Oncorhynchus nerka)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030312","Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030313","Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030314","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030319","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030323","Tilapias (Oreochromis spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030324","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030325","Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030326","Eels (Anguilla spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030329","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030331","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030332","Plaice (Pleuronectes platessa)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030333","Sole (Solea spp.)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030334","Turbots (Psetta maxima)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030339","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030341","Albacore or longfinned tunas (Thunnus alalunga)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030342","Yellowfin tunas (Thunnus albacares)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030343","Skipjack or stripbellied bonito","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030344","Bigeye tunas (Thunnus obesus)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030345","Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030346","Southern bluefin tunas (Thunnus maccoyii)","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030349","Other","A","Annual","A","Annual","PCT","Percent","2016","","","","12"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","156","CHN","China","-","","-","HS","Harmonized System","030351","Herrings (Clupea harengus, Clupea pallasii)","A","Annual","A","Annual","PCT","Percent","2016","","","","10"
